transaction_id,transaction_date,customer_id,product_id,count,sales,shipping_date,cancellation_date,status,customer_name,birth_date,gender,prefectures,type,product_name,brand,category,color,price
201910050005-1,2019-10-05,C-001178,INNB3,4,507200,2019-10-13,,配達済み,夜久 猛,2001-10-09,男,大阪府,法人,Inter-V3,Inter,ノートPC,Black,126800
201910050009-1,2019-10-05,C-001526,CANB5,2,399600,2019-10-16,,配達済み,向井 圭司,1976-07-02,男,愛知県,個人,Caps-A3P,caps,ノートPC,Black,199800
201910050010-1,2019-10-05,C-002162,CANB7,1,229900,2019-10-13,,配達済み,堀部 浩司,1988-04-30,男,北海道,個人,Caps-X5,caps,ノートPC,Black,229900
201910050011-1,2019-10-05,C-003769,VEDB5,8,1798400,2019-10-12,,配達済み,小野 祐介,1992-08-04,男,東京都,法人,Verge-T5,verge,デスクトップ,Black,224800
201910050011-2,2019-10-05,C-003769,VENB5,10,2698000,2019-10-14,,配達済み,小野 祐介,1992-08-04,男,東京都,法人,Verge-U5,verge,ノートPC,Black,269800
201910060001-1,2019-10-06,C-000193,CADB3,3,524700,2019-10-15,,配達済み,神田 貴夫,1993-11-05,男,東京都,法人,Caps-B3,caps,デスクトップ,Black,174900
201910060002-1,2019-10-06,C-000765,TADB3,3,136026,2019-10-15,,配達済み,美馬 晃佑,1987-12-24,男,岡山県,個人,Tablet-E2,Tab,タブレット,Black,45342
201910060003-1,2019-10-06,C-000978,VENB9,10,3698000,2019-10-14,,配達済み,青山 陽一,1991-11-09,男,東京都,法人,Verge-U9,verge,ノートPC,Black,369800
201910060004-1,2019-10-06,C-001427,ZEDB1,1,124800,2019-10-10,,配達済み,牧 あゆみ,1973-06-15,女,茨城県,個人,Zerace-L1,zerace,デスクトップ,Black,124800
201910060007-1,2019-10-06,C-002292,VEDB7,1,228900,2019-10-16,,配達済み,荻野 航,1987-02-03,男,埼玉県,個人,Verge-T7,verge,デスクトップ,Black,228900
201910060008-1,2019-10-06,C-002502,ZENB5,2,347600,2019-10-15,,配達済み,橋本 さとし,1978-12-29,男,福岡県,個人,Zerace-J5,zerace,ノートPC,Black,173800
201910060009-1,2019-10-06,C-002610,TADB5,10,1243420,2019-10-16,,配達済み,鈴木 博志,1983-09-11,男,大阪府,法人,Tablet-E3,Tab,タブレット,Black,124342
201910060016-1,2019-10-06,C-003293,CANB11,1,289900,2019-10-16,,配達済み,鈴木 理美,1980-03-17,女,岡山県,個人,Caps-X5PH,caps,ノートPC,Black,289900
201910060017-1,2019-10-06,C-003578,PUNR1,1,67800,2019-10-11,,配達済み,大和田 瑠里,1989-01-30,女,東京都,法人,Puter-K1,puter,ノートPC,Red,67800
201910070001-1,2019-10-07,C-000427,ID23,1,19980,2019-10-19,,配達済み,烏山 洋介,1992-04-16,男,神奈川県,個人,Display-23,ディスプレイ,周辺機器,,19980
201910070003-1,2019-10-07,C-000596,CADB5,8,1558400,2019-10-16,,配達済み,柴田 達哉,2003-11-29,男,広島県,法人,Caps-B3P,caps,デスクトップ,Black,194800
201910070004-1,2019-10-07,C-000964,PUDB3,1,89940,2019-10-11,,配達済み,水越 綾子,1978-02-21,女,静岡県,個人,Puter-M2,puter,デスクトップ,Black,89940
201910070006-1,2019-10-07,C-001842,INNB5,0,0,2019-10-13,,配達済み,林 由香,1972-07-09,女,東京都,個人,Inter-Q5,Inter,ノートPC,Black,159800
201910070007-1,2019-10-07,C-002058,CANB3,2,299600,2019-10-17,,配達済み,藤田 千菜美,1973-04-01,女,宮城県,個人,Caps-A3,caps,ノートPC,Black,149800
201910070010-1,2019-10-07,C-002210,IKU,9,25479,2019-10-19,,配達済み,関口 真大,1998-11-29,男,三重県,法人,USBキーボード,キーボード,周辺機器,,2831
201910070011-1,2019-10-07,C-002595,CADB3,24,4197600,2019-10-16,,配達済み,谷田貝 栞,1996-05-09,女,東京都,法人,Caps-B3,caps,デスクトップ,Black,174900
201910070012-1,2019-10-07,C-002804,VENB9,1,369800,2019-10-16,,配達済み,長岡 敦,1989-05-08,男,東京都,法人,Verge-U9,verge,ノートPC,Black,369800
201910070015-1,2019-10-07,C-003509,TADB1,2,29940,2019-10-16,,配達済み,伊藤 ひろこ,1976-02-28,女,栃木県,個人,Tablet-E1,Tab,タブレット,Black,14970
201910100001-1,2019-10-10,C-000543,IKU,1,2831,2019-10-18,,配達済み,小野田 望,2006-04-14,男,東京都,個人,USBキーボード,キーボード,周辺機器,,2831
201910100002-1,2019-10-10,C-000873,CADB7,4,939200,2019-10-21,,配達済み,半田 太,1980-09-20,男,東京都,法人,Caps-XC5,caps,デスクトップ,Black,234800
201910100005-1,2019-10-10,C-000905,INNB9,1,219800,2019-10-18,,配達済み,小松 敏之,2005-05-22,男,神奈川県,個人,Inter-Q5HP,Inter,ノートPC,Black,219800
201910100006-1,2019-10-10,C-001071,ID23,1,19980,2019-10-21,,配達済み,小林 秀一,2003-05-28,男,熊本県,法人,Display-23,ディスプレイ,周辺機器,,19980
201910100008-1,2019-10-10,C-001430,PUDB3,3,269820,2019-10-20,,配達済み,相澤 敬吾,1995-05-20,男,三重県,法人,Puter-M2,puter,デスクトップ,Black,89940
201910100009-1,2019-10-10,C-001463,TADB5,1,124342,2019-10-22,,配達済み,金田 清二,1990-06-13,男,大阪府,個人,Tablet-E3,Tab,タブレット,Black,124342
201910100011-1,2019-10-10,C-001551,PUNW1,0,0,2019-10-23,,配達済み,青木 亮平,1975-01-19,男,愛知県,個人,Puter-K1,puter,ノートPC,White,67800
201910100012-1,2019-10-10,C-002000,INNB7,1,181800,2019-10-16,,配達済み,宮崎 恭子,2005-03-14,女,東京都,個人,Inter-Q5H,Inter,ノートPC,Black,181800
201910100015-1,2019-10-10,C-002115,VEDB17,5,5499000,2019-10-19,,配達済み,瀧口 達哉,1992-10-24,男,埼玉県,法人,Verge-T9H4,verge,デスクトップ,Black,1099800
201910100017-1,2019-10-10,C-002185,INDB7,2,369600,2019-10-16,,配達済み,佐治 義昭,1989-03-25,男,愛知県,法人,Inter-W5H,Inter,デスクトップ,Black,184800
201910100017-2,2019-10-10,C-002185,CADB1,2,269600,2019-10-17,,配達済み,佐治 義昭,1989-03-25,男,愛知県,法人,Caps-B1,caps,デスクトップ,Black,134800
201910100019-1,2019-10-10,C-002535,CANB5,1,199800,2019-10-18,,配達済み,山下 太郎,1972-07-25,男,東京都,個人,Caps-A3P,caps,ノートPC,Black,199800
201910100023-1,2019-10-10,C-003667,PUNR3,1,98740,2019-10-19,,配達済み,市川 大介,1972-12-27,男,東京都,法人,Puter-K2,puter,ノートPC,Red,98740
201910110000-1,2019-10-11,C-000138,CANB11,1,289900,2019-10-24,,配達済み,澤野 康二,1994-05-26,男,東京都,個人,Caps-X5PH,caps,ノートPC,Black,289900
201910110001-1,2019-10-11,C-000248,INNG9,3,689400,2019-10-15,,配達済み,島 雄一,1994-03-24,男,埼玉県,法人,Inter-Q5HP,Inter,ノートPC,Gold,229800
201910110010-1,2019-10-11,C-000374,TADB3,2,90684,2019-10-18,,配達済み,宮田 晴香,1974-07-06,女,東京都,法人,Tablet-E2,Tab,タブレット,Black,45342
201910110011-1,2019-10-11,C-000698,INNG7,3,575400,2019-10-17,,配達済み,奥村 亜裕美,1999-09-28,女,東京都,個人,Inter-Q5H,Inter,ノートPC,Gold,191800
201910110012-1,2019-10-11,C-001861,INDB3,6,700800,2019-10-16,,配達済み,岩本 祐樹,1977-01-05,男,東京都,法人,Inter-C3,Inter,デスクトップ,Black,116800
201910110013-1,2019-10-11,C-002295,VEDB11,1,399800,2019-10-17,,配達済み,白谷 朋子,1973-10-23,女,大阪府,個人,Verge-T9H,verge,デスクトップ,Black,399800
201910110014-1,2019-10-11,C-003100,PUNB3,2,197480,2019-10-21,,配達済み,中野 敬太郎,1978-03-20,男,大阪府,法人,Puter-K2,puter,ノートPC,Black,98740
201910110015-1,2019-10-11,C-003389,INNB7,2,363600,2019-10-18,,配達済み,佐々木 寛子,1974-10-07,女,東京都,法人,Inter-Q5H,Inter,ノートPC,Black,181800
201910120004-1,2019-10-12,C-000510,TADB3,2,90684,2019-10-21,,配達済み,石澤 明美,1988-01-28,女,大阪府,法人,Tablet-E2,Tab,タブレット,Black,45342
201910120005-1,2019-10-12,C-000524,INNB1,3,224400,2019-10-19,,配達済み,堺 博之,1971-12-23,男,東京都,法人,Inter-V1,Inter,ノートPC,Black,74800
201910120006-1,2019-10-12,C-000591,INNB7,1,181800,2019-10-17,,配達済み,村本 美也子,2002-03-10,女,東京都,個人,Inter-Q5H,Inter,ノートPC,Black,181800
201910120008-1,2019-10-12,C-000898,ID23,0,0,2019-10-22,,配達済み,池田 幸一郎,1974-06-23,男,北海道,個人,Display-23,ディスプレイ,周辺機器,,19980
201910120011-1,2019-10-12,C-001103,TADB1,2,29940,2019-10-16,,配達済み,宮城 直人,1981-06-22,男,東京都,個人,Tablet-E1,Tab,タブレット,Black,14970
201910120013-1,2019-10-12,C-001648,INNG7,2,383600,2019-10-23,,配達済み,植田 伸之,2002-03-29,男,東京都,個人,Inter-Q5H,Inter,ノートPC,Gold,191800
201910120014-1,2019-10-12,C-001653,PUNS1,1,67800,2019-10-23,,配達済み,中島 友樹,1980-12-21,男,香川県,法人,Puter-K1,puter,ノートPC,Silver,67800
201910120015-1,2019-10-12,C-002275,ZENB3,1,154800,2019-10-26,,配達済み,安藤 陽子,1989-03-17,女,兵庫県,個人,Zerace-J3,zerace,ノートPC,Black,154800
201910120017-1,2019-10-12,C-003428,VEDB9,1,379400,2019-10-16,,配達済み,服部 哲也,1979-03-24,男,東京都,個人,Verge-T9,verge,デスクトップ,Black,379400
201910130005-1,2019-10-13,C-000549,VEDB11,2,799600,2019-10-25,,配達済み,道下 展子,1974-03-10,女,東京都,法人,Verge-T9H,verge,デスクトップ,Black,399800
201910130006-1,2019-10-13,C-000789,VEDB7,3,686700,2019-10-22,,配達済み,堀田 大地,1984-12-31,男,埼玉県,法人,Verge-T7,verge,デスクトップ,Black,228900
201910130009-1,2019-10-13,C-000839,VENB7,1,309800,2019-10-24,,配達済み,小林 直子,1998-02-07,女,千葉県,個人,Verge-U7,verge,ノートPC,Black,309800
201910130011-1,2019-10-13,C-000936,TADB5,0,0,2019-10-22,,配達済み,吉田 成人,2002-03-22,男,岐阜県,個人,Tablet-E3,Tab,タブレット,Black,124342
201910130013-1,2019-10-13,C-001080,IKU,1,2831,2019-10-20,,配達済み,徳元 昭男,1988-04-07,男,東京都,個人,USBキーボード,キーボード,周辺機器,,2831
201910130013-2,2019-10-13,C-001080,ZENB9,1,279900,2019-10-23,,配達済み,徳元 昭男,1988-04-07,男,東京都,個人,Zerace-J9,zerace,ノートPC,Black,279900
201910130015-1,2019-10-13,C-001561,IKW,7,26467,2019-10-24,,配達済み,早川 達也,1994-04-22,男,千葉県,法人,ワイヤレスキーボード,キーボード,周辺機器,,3781
201910130016-1,2019-10-13,C-001635,VEDB13,1,584800,2019-10-22,,配達済み,甲斐 幸寛,1979-07-10,男,島根県,個人,Verge-T9H2,verge,デスクトップ,Black,584800
201910130016-2,2019-10-13,C-001635,ZENB7,1,231400,2019-10-22,,配達済み,甲斐 幸寛,1979-07-10,男,島根県,個人,Zerace-J7,zerace,ノートPC,Black,231400
201910130017-1,2019-10-13,C-001709,INNS5,0,0,2019-10-20,,配達済み,田浦 晋一郎,1999-11-05,男,大阪府,個人,Inter-Q5,Inter,ノートPC,Silver,159800
201910130017-2,2019-10-13,C-001709,ZENB5,0,0,2019-10-23,,配達済み,田浦 晋一郎,1999-11-05,男,大阪府,個人,Zerace-J5,zerace,ノートPC,Black,173800
201910130018-1,2019-10-13,C-001713,ZENB7,8,1851200,2019-10-22,,配達済み,浅野 崇,2003-12-17,男,埼玉県,法人,Zerace-J7,zerace,ノートPC,Black,231400
201910130020-1,2019-10-13,C-001786,ZENB5,1,173800,2019-10-22,,配達済み,柄澤 裕美子,1996-05-07,女,大阪府,法人,Zerace-J5,zerace,ノートPC,Black,173800
201910130021-1,2019-10-13,C-001841,IMW,1,2537,2019-10-25,,配達済み,小林 和明,1989-06-25,男,愛知県,個人,ワイヤレスマウス,マウス,周辺機器,,2537
201910130023-1,2019-10-13,C-001963,INDB9,1,216800,2019-10-21,,配達済み,山城 郁乃,2007-08-31,女,千葉県,個人,Inter-W5HP,Inter,デスクトップ,Black,216800
201910130024-1,2019-10-13,C-002125,CADB15,11,7477800,2019-10-22,,配達済み,渋谷 克之,2002-12-06,男,東京都,法人,Caps-XC10H,caps,デスクトップ,Black,679800
201910130026-1,2019-10-13,C-002238,PUNB3,2,197480,2019-10-24,,配達済み,渋谷 勝一,1998-08-01,男,神奈川県,個人,Puter-K2,puter,ノートPC,Black,98740
201910130027-1,2019-10-13,C-002470,CANB13,1,349800,2019-10-23,,配達済み,中川 宗平,1984-11-12,男,東京都,個人,Caps-X10,caps,ノートPC,Black,349800
201910130031-1,2019-10-13,C-002580,VENB5,2,539600,2019-10-21,,配達済み,光井 麻美,1988-07-20,女,大阪府,法人,Verge-U5,verge,ノートPC,Black,269800
201910130033-1,2019-10-13,C-002886,PUNW3,1,98740,2019-10-21,,配達済み,井上 明正,1991-03-18,男,福岡県,個人,Puter-K2,puter,ノートPC,White,98740
201910140000-1,2019-10-14,C-000169,ZENB1,2,207600,2019-10-22,,配達済み,三浦 英之,2005-05-24,男,広島県,個人,Zerace-J1,zerace,ノートPC,Black,103800
201910140001-1,2019-10-14,C-000936,ZEDB9,1,256400,2019-10-22,,配達済み,吉田 成人,2002-03-22,男,岐阜県,個人,Zerace-L9,zerace,デスクトップ,Black,256400
201910140002-1,2019-10-14,C-001215,CANB11,1,289900,2019-10-19,,配達済み,吉澤 美晴,1983-09-14,女,北海道,個人,Caps-X5PH,caps,ノートPC,Black,289900
201910140003-1,2019-10-14,C-002370,IMU,1,1230,2019-10-24,,配達済み,森 耕平,1979-04-22,男,兵庫県,個人,USBマウス,マウス,周辺機器,,1230
201910140009-1,2019-10-14,C-002724,INDB5,3,464400,2019-10-23,,配達済み,藤田 俊光,1987-03-01,男,兵庫県,法人,Inter-W5,Inter,デスクトップ,Black,154800
201910140010-1,2019-10-14,C-002870,CADB11,3,1094400,2019-10-20,,配達済み,桝田 亮介,2003-10-21,男,東京都,法人,Caps-XC5PH,caps,デスクトップ,Black,364800
201910140013-1,2019-10-14,C-003250,INDB3,8,934400,2019-10-21,,配達済み,永井 秀樹,1992-05-19,男,大阪府,法人,Inter-C3,Inter,デスクトップ,Black,116800
201910140015-1,2019-10-14,C-003378,INDB5,3,464400,2019-10-22,,配達済み,田中 浩一,1999-09-15,男,東京都,法人,Inter-W5,Inter,デスクトップ,Black,154800
201910150002-1,2019-10-15,C-000157,ZEDB1,2,249600,2019-10-26,,配達済み,後藤 巌,1973-07-06,男,愛知県,法人,Zerace-L1,zerace,デスクトップ,Black,124800
201910150002-2,2019-10-15,C-000157,INNB5,3,479400,2019-10-23,,配達済み,後藤 巌,1973-07-06,男,愛知県,法人,Inter-Q5,Inter,ノートPC,Black,159800
201910150003-1,2019-10-15,C-001395,ID23,1,19980,2019-10-25,,配達済み,安田 隆二,1994-10-22,男,東京都,法人,Display-23,ディスプレイ,周辺機器,,19980
201910150005-1,2019-10-15,C-002439,CANB11,1,289900,2019-10-25,,配達済み,山本 久美子,1992-09-07,女,岐阜県,個人,Caps-X5PH,caps,ノートPC,Black,289900
201910180000-1,2019-10-18,C-000226,CADB15,1,679800,2019-10-28,,配達済み,杉山 美由紀,1989-06-20,女,神奈川県,法人,Caps-XC10H,caps,デスクトップ,Black,679800
201910180002-1,2019-10-18,C-000611,CADB5,3,584400,2019-10-27,,配達済み,高橋 博,2004-08-29,男,兵庫県,法人,Caps-B3P,caps,デスクトップ,Black,194800
201910180005-1,2019-10-18,C-001265,IMU,0,0,2019-10-29,,配達済み,井上 千春,2007-03-03,女,熊本県,個人,USBマウス,マウス,周辺機器,,1230
201910180008-1,2019-10-18,C-002426,CADB5,1,194800,2019-10-28,,配達済み,長谷川 ひろみ,1993-03-16,女,東京都,個人,Caps-B3P,caps,デスクトップ,Black,194800
201910180009-1,2019-10-18,C-002724,PUDB3,8,719520,2019-10-29,,配達済み,藤田 俊光,1987-03-01,男,兵庫県,法人,Puter-M2,puter,デスクトップ,Black,89940
201910180011-1,2019-10-18,C-003249,PUNW1,1,67800,2019-10-27,,配達済み,大島 竜矢,1988-09-07,男,神奈川県,個人,Puter-K1,puter,ノートPC,White,67800
201910190001-1,2019-10-19,C-001944,INNS9,1,219800,2019-10-26,,配達済み,岡 拓弥,1985-05-20,男,千葉県,個人,Inter-Q5HP,Inter,ノートPC,Silver,219800
201910190003-1,2019-10-19,C-002617,INNB1,2,149600,2019-10-26,,配達済み,森下 智史,1975-03-30,男,東京都,法人,Inter-V1,Inter,ノートPC,Black,74800
201910190006-1,2019-10-19,C-003202,ZEDB7,1,216900,2019-10-25,,配達済み,脇山 翔大,1994-07-23,男,神奈川県,個人,Zerace-L7,zerace,デスクトップ,Black,216900
201910190007-1,2019-10-19,C-003268,TADB3,1,45342,2019-10-25,,配達済み,富田 雅樹,1993-07-18,男,兵庫県,個人,Tablet-E2,Tab,タブレット,Black,45342
201910200001-1,2019-10-20,C-000137,VEDB7,2,457800,2019-10-29,,配達済み,北川 晃司,1995-03-21,男,高知県,法人,Verge-T7,verge,デスクトップ,Black,228900
201910200002-1,2019-10-20,C-002732,INNS9,1,219800,2019-10-27,,配達済み,三反田 幹,1977-11-18,男,東京都,個人,Inter-Q5HP,Inter,ノートPC,Silver,219800
201910210001-1,2019-10-21,C-001997,VEDB11,2,799600,2019-11-03,,配達済み,吉村 ゆかり,1990-09-27,女,長崎県,個人,Verge-T9H,verge,デスクトップ,Black,399800
201910240001-1,2019-10-24,C-000965,TADB3,9,408078,2019-11-03,,配達済み,門倉 正典,2001-07-09,男,千葉県,法人,Tablet-E2,Tab,タブレット,Black,45342
201910240002-1,2019-10-24,C-001246,ZEDB1,3,374400,2019-11-03,,配達済み,石田 拓也,1993-05-16,男,東京都,法人,Zerace-L1,zerace,デスクトップ,Black,124800
201910250002-1,2019-10-25,C-000166,VEDB7,4,915600,2019-11-03,,配達済み,佐々木 賢輔,2003-11-09,男,東京都,法人,Verge-T7,verge,デスクトップ,Black,228900
201910250003-1,2019-10-25,C-001359,INDB7,1,184800,2019-11-01,,配達済み,牟田 太亮,1997-01-14,男,東京都,法人,Inter-W5H,Inter,デスクトップ,Black,184800
201910250006-1,2019-10-25,C-002148,INNB9,1,219800,2019-10-31,,配達済み,長谷川 寛之,1974-04-22,男,福岡県,個人,Inter-Q5HP,Inter,ノートPC,Black,219800
201910250007-1,2019-10-25,C-003521,INNG3,4,547200,2019-11-01,,配達済み,川村 正信,1995-12-19,男,大阪府,法人,Inter-V3,Inter,ノートPC,Gold,136800
201910260000-1,2019-10-26,C-000488,VEDB13,2,1169600,2019-11-07,,配達済み,喜多 康洋,1996-02-17,男,東京都,法人,Verge-T9H2,verge,デスクトップ,Black,584800
201910260002-1,2019-10-26,C-000986,ZENB7,1,231400,2019-11-05,,配達済み,横山 玲子,1992-03-01,女,神奈川県,法人,Zerace-J7,zerace,ノートPC,Black,231400
201910260003-1,2019-10-26,C-001968,CANB11,1,289900,2019-11-05,,配達済み,石田 翼,2004-01-31,男,埼玉県,法人,Caps-X5PH,caps,ノートPC,Black,289900
201910260004-1,2019-10-26,C-002003,INNG3,1,136800,2019-11-05,,配達済み,工藤 康宏,1994-10-18,男,宮城県,個人,Inter-V3,Inter,ノートPC,Gold,136800
201910260005-1,2019-10-26,C-002294,IKW,1,3781,2019-11-04,,配達済み,増田 可菜,1989-01-17,女,東京都,個人,ワイヤレスキーボード,キーボード,周辺機器,,3781
201910260007-1,2019-10-26,C-002353,INDB1,0,0,2019-11-07,,配達済み,河田 正光,1973-10-13,男,東京都,個人,Inter-C1,Inter,デスクトップ,Black,94800
201910260012-1,2019-10-26,C-002361,INDB3,2,233600,2019-11-04,,配達済み,森川 由香里,1999-08-06,女,大阪府,個人,Inter-C3,Inter,デスクトップ,Black,116800
201910260012-2,2019-10-26,C-002361,CANB1,1,129800,2019-11-04,,配達済み,森川 由香里,1999-08-06,女,大阪府,個人,Caps-A1,caps,ノートPC,Black,129800
201910270001-1,2019-10-27,C-000021,ZEDB3,5,779000,2019-11-07,,配達済み,水谷 有里,1983-12-10,女,愛知県,法人,Zerace-L3,zerace,デスクトップ,Black,155800
201910270004-1,2019-10-27,C-000559,INNG9,0,0,2019-11-05,,配達済み,高橋 貴代,1996-01-06,女,兵庫県,個人,Inter-Q5HP,Inter,ノートPC,Gold,229800
201910270005-1,2019-10-27,C-000672,INNG3,4,547200,2019-11-05,,配達済み,井場 大樹,1979-06-18,男,兵庫県,法人,Inter-V3,Inter,ノートPC,Gold,136800
201910270006-1,2019-10-27,C-001618,ZEDB9,0,0,2019-11-06,,配達済み,三木 芳樹,2001-08-28,男,東京都,個人,Zerace-L9,zerace,デスクトップ,Black,256400
201910270007-1,2019-10-27,C-002612,IKW,3,11343,2019-11-07,,配達済み,松井 美季,1972-08-25,女,千葉県,個人,ワイヤレスキーボード,キーボード,周辺機器,,3781
201910270009-1,2019-10-27,C-002657,INNS3,4,507200,2019-11-04,,配達済み,大隅 雄亮,1979-12-19,男,北海道,法人,Inter-V3,Inter,ノートPC,Silver,126800
201910270010-1,2019-10-27,C-002810,VENB7,7,2168600,2019-11-06,,配達済み,中澤 知美,1988-10-13,女,兵庫県,法人,Verge-U7,verge,ノートPC,Black,309800
201910270010-2,2019-10-27,C-002810,CANB13,4,1399200,2019-11-07,,配達済み,中澤 知美,1988-10-13,女,兵庫県,法人,Caps-X10,caps,ノートPC,Black,349800
201910270011-1,2019-10-27,C-003100,ZENB5,6,1042800,2019-11-05,,配達済み,中野 敬太郎,1978-03-20,男,大阪府,法人,Zerace-J5,zerace,ノートPC,Black,173800
201910270015-1,2019-10-27,C-003224,VEDB11,2,799600,2019-11-05,,配達済み,信川 隆裕,1989-04-28,男,東京都,個人,Verge-T9H,verge,デスクトップ,Black,399800
201910270016-1,2019-10-27,C-003585,INDB5,4,619200,2019-11-06,2019-10-28,キャンセル,宮崎 秀昭,1995-03-05,男,東京都,法人,Inter-W5,Inter,デスクトップ,Black,154800
201910280000-1,2019-10-28,C-000166,TADB3,5,226710,2019-11-11,,配達済み,佐々木 賢輔,2003-11-09,男,東京都,法人,Tablet-E2,Tab,タブレット,Black,45342
201910280001-1,2019-10-28,C-001650,INDB3,1,116800,2019-11-07,,配達済み,小西 晃,2004-11-02,男,東京都,個人,Inter-C3,Inter,デスクトップ,Black,116800
201910280004-1,2019-10-28,C-002295,CANB11,1,289900,2019-11-07,,配達済み,白谷 朋子,1973-10-23,女,大阪府,個人,Caps-X5PH,caps,ノートPC,Black,289900
201910290001-1,2019-10-29,C-002610,TADB3,4,181368,2019-11-09,,配達済み,鈴木 博志,1983-09-11,男,大阪府,法人,Tablet-E2,Tab,タブレット,Black,45342
201911010000-1,2019-11-01,C-003040,IMW,2,5074,2019-11-11,,配達済み,奥田 肇,1974-01-12,男,大阪府,個人,ワイヤレスマウス,マウス,周辺機器,,2537
201911010001-1,2019-11-01,C-003281,CANB7,5,1149500,2019-11-10,,配達済み,田中 努,1974-12-25,男,静岡県,法人,Caps-X5,caps,ノートPC,Black,229900
201911010004-1,2019-11-01,C-003634,INNG5,3,509400,2019-11-10,,配達済み,糸魚川 恵美子,1977-02-27,女,兵庫県,個人,Inter-Q5,Inter,ノートPC,Gold,169800
201911020001-1,2019-11-02,C-001724,INNB5,2,319600,2019-11-11,,配達済み,松本 健,1977-02-25,男,愛知県,法人,Inter-Q5,Inter,ノートPC,Black,159800
201911020003-1,2019-11-02,C-002492,ZEDB9,1,256400,2019-11-09,,配達済み,下村 麻美,1998-02-11,女,東京都,個人,Zerace-L9,zerace,デスクトップ,Black,256400
201911020004-1,2019-11-02,C-003204,INNG7,0,0,2019-11-09,,配達済み,山田 寛,2000-09-24,男,東京都,個人,Inter-Q5H,Inter,ノートPC,Gold,191800
201911030001-1,2019-11-03,C-000163,PUNS3,1,98740,2019-11-13,,配達済み,工藤 こうじ,1981-03-07,男,北海道,法人,Puter-K2,puter,ノートPC,Silver,98740
201911030002-1,2019-11-03,C-000267,ZENB9,1,279900,2019-11-11,,配達済み,赤尾 貴志,1993-02-25,男,大阪府,個人,Zerace-J9,zerace,ノートPC,Black,279900
201911030003-1,2019-11-03,C-000542,ZENB7,2,462800,2019-11-14,,配達済み,宮崎 健一,1997-06-15,男,大阪府,法人,Zerace-J7,zerace,ノートPC,Black,231400
201911030004-1,2019-11-03,C-001030,ID16,2,32600,2019-11-12,,配達済み,藤本 一博,1973-03-15,男,東京都,個人,Display-16,ディスプレイ,周辺機器,,16300
201911030005-1,2019-11-03,C-001520,ZENB1,4,415200,2019-11-15,,配達済み,村尾 哲三,1994-05-26,男,神奈川県,法人,Zerace-J1,zerace,ノートPC,Black,103800
201911030008-1,2019-11-03,C-001578,INNG7,5,959000,2019-11-12,,配達済み,金城 大介,1996-09-06,男,東京都,法人,Inter-Q5H,Inter,ノートPC,Gold,191800
201911030009-1,2019-11-03,C-003000,IMU,1,1230,2019-11-14,,配達済み,茂木 肇,2006-10-16,男,東京都,個人,USBマウス,マウス,周辺機器,,1230
201911030015-1,2019-11-03,C-003212,VENB7,7,2168600,2019-11-13,,配達済み,杉山 和也,1999-02-26,その他・不明,愛知県,法人,Verge-U7,verge,ノートPC,Black,309800
201911040001-1,2019-11-04,C-000008,PUDB3,3,269820,2019-11-15,,配達済み,田邊 中,2001-06-23,男,東京都,法人,Puter-M2,puter,デスクトップ,Black,89940
201911040001-2,2019-11-04,C-000008,INDB3,5,584000,2019-11-13,,配達済み,田邊 中,2001-06-23,男,東京都,法人,Inter-C3,Inter,デスクトップ,Black,116800
201911040004-1,2019-11-04,C-000029,ZENB5,2,347600,2019-11-15,2019-11-20,キャンセル,生田 和佳子,1991-10-26,女,東京都,法人,Zerace-J5,zerace,ノートPC,Black,173800
201911040005-1,2019-11-04,C-000029,PUNR3,3,296220,2019-11-12,,配達済み,生田 和佳子,1991-10-26,女,東京都,法人,Puter-K2,puter,ノートPC,Red,98740
201911040009-1,2019-11-04,C-000540,INNG5,2,339600,2019-11-16,,配達済み,清水 修一,1991-10-12,男,北海道,個人,Inter-Q5,Inter,ノートPC,Gold,169800
201911040009-2,2019-11-04,C-000540,INDB7,1,184800,2019-11-14,,配達済み,清水 修一,1991-10-12,男,北海道,個人,Inter-W5H,Inter,デスクトップ,Black,184800
201911040010-1,2019-11-04,C-000911,CANB11,7,2029300,2019-11-15,,配達済み,竹内 大地,1975-11-21,男,愛媛県,法人,Caps-X5PH,caps,ノートPC,Black,289900
201911040010-2,2019-11-04,C-000911,VEDB5,5,1124000,2019-11-13,,配達済み,竹内 大地,1975-11-21,男,愛媛県,法人,Verge-T5,verge,デスクトップ,Black,224800
201911040010-3,2019-11-04,C-000911,VENB5,2,539600,2019-11-14,,配達済み,竹内 大地,1975-11-21,男,愛媛県,法人,Verge-U5,verge,ノートPC,Black,269800
201911040013-1,2019-11-04,C-001368,VENB9,2,739600,2019-11-17,,配達済み,柴山 真衣,1983-03-08,女,大阪府,個人,Verge-U9,verge,ノートPC,Black,369800
201911040015-1,2019-11-04,C-001804,ZENB7,2,462800,2019-11-15,,配達済み,吉森 良子,1984-12-11,女,東京都,法人,Zerace-J7,zerace,ノートPC,Black,231400
201911040017-1,2019-11-04,C-002167,ZENB9,1,279900,2019-11-14,2019-11-22,キャンセル,本庄 育子,1979-02-14,女,兵庫県,法人,Zerace-J9,zerace,ノートPC,Black,279900
